"Year","Coast","Subregion","Common Name","Pounds","Live Pounds","Dollars","% Display"
"1994","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","5077329","76566121.32","32527354","100%"
"2016","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","817779.69","10632645.46","32738053.518","100%"
"1993","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","8351759","8351759","32787209","100%"
"2017","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","1009014.87","13382677.82","40680112.48","100%"
"2018","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","1044737.48","13902494.58","41307642.36","100%"
"2019","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","1106042.8","14870926.79","43384556.56","100%"
"1992","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","6997216","6997216","45550418","100%"
"1961","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","452500","452500","*","100%"
"1960","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","498400","498400","*","100%"
"1959","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","386100","386100","*","100%"
"1958","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","274400","274400","*","100%"
"1957","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","402700","402700","*","100%"
"1956","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","505300","505300","*","100%"
"1955","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","618500","618500","*","100%"
"1954","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","735000","735000","*","100%"
"1953","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","1037700","1037700","*","100%"
"1952","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","2209300","2209300","*","100%"
"1951","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","1969500","1969500","*","100%"
"1950","US Atlantic Coast","North Atlantic","OYSTER, EASTERN","4727600","4727600","*","100%"
"2004","US Atlantic Coast","North Atlantic","OPAH","225","225","562","<=75%"
"1992","US Atlantic Coast","North Atlantic","OPAH","2035","2035","758","100%"
"2003","US Atlantic Coast","North Atlantic","OPAH","739","739","1255","100%"
"2019","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2016","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2015","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2014","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2012","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2011","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2010","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2009","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2008","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2007","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2005","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2002","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2001","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2000","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"1999","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"1995","US Atlantic Coast","North Atlantic","OPAH","*","*","*","0%"
"2013","US Atlantic Coast","North Atlantic","OCTOPUSES","1","1","1.65","<=75%"
"1996","US Atlantic Coast","North Atlantic","OCTOPUSES","3","3","3","<=75%"
"2012","US Atlantic Coast","North Atlantic","OCTOPUSES","5","5","8.75","<=75%"
"2000","US Atlantic Coast","North Atlantic","OCTOPUSES","24","24","12","100%"
"2017","US Atlantic Coast","North Atlantic","OCTOPUSES","5","5","12.5","100%"
"2015","US Atlantic Coast","North Atlantic","OCTOPUSES","10","10","12.5","100%"
"2019","US Atlantic Coast","North Atlantic","OCTOPUSES","7","7","14","100%"
"1999","US Atlantic Coast","North Atlantic","OCTOPUSES","40","40","32","100%"
"2001","US Atlantic Coast","North Atlantic","OCTOPUSES","67","67","116","100%"
"2016","US Atlantic Coast","North Atlantic","OCTOPUSES","253","253","672",">75-85%"
"2014","US Atlantic Coast","North Atlantic","OCTOPUSES","*","*","*","0%"
"2002","US Atlantic Coast","North Atlantic","OCTOPUSES","*","*","*","0%"
"1995","US Atlantic Coast","North Atlantic","OCTOPUSES","*","*","*","0%"
"1964","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","300","300","12","100%"
"1970","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","100","100","20","100%"
"1969","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","100","100","29","100%"
"1967","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","500","500","121","100%"
"1973","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","1200","1200","186","100%"
"1963","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","5300","5300","265","100%"
"1966","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","6300","6300","1215","100%"
"2018","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","*","*","*","0%"
"2016","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","*","*","*","0%"
"2015","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","*","*","*","0%"
"2014","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","*","*","*","0%"
"2012","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","*","*","*","0%"
"2011","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","*","*","*","0%"
"2010","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","*","*","*","0%"
"2007","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","*","*","*","0%"
"2005","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","*","*","*","0%"
"2003","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","*","*","*","0%"
"2000","US Atlantic Coast","North Atlantic","NEEDLEFISH, ATLANTIC","*","*","*","0%"
"1965","US Atlantic Coast","North Atlantic","MUSSEL, SEA","184025","184025","14760","100%"
"1964","US Atlantic Coast","North Atlantic","MUSSEL, SEA","194210","194210","17326","100%"
"1962","US Atlantic Coast","North Atlantic","MUSSEL, SEA","564800","564800","42687","100%"
"1966","US Atlantic Coast","North Atlantic","MUSSEL, SEA","428800","428800","45549","100%"
"1969","US Atlantic Coast","North Atlantic","MUSSEL, SEA","438900","438900","45925","100%"
"1968","US Atlantic Coast","North Atlantic","MUSSEL, SEA","492000","492000","47451","100%"
"1963","US Atlantic Coast","North Atlantic","MUSSEL, SEA","727300","727300","54636","100%"
"1972","US Atlantic Coast","North Atlantic","MUSSEL, SEA","322900","322900","83896","100%"
"1971","US Atlantic Coast","North Atlantic","MUSSEL, SEA","359700","359700","85350","100%"
"1967","US Atlantic Coast","North Atlantic","MUSSEL, SEA","774300","774300","93278","100%"
"1970","US Atlantic Coast","North Atlantic","MUSSEL, SEA","467300","467300","98476","100%"
"1974","US Atlantic Coast","North Atlantic","MUSSEL, SEA","410100","410100","107237","100%"
"1973","US Atlantic Coast","North Atlantic","MUSSEL, SEA","474200","474200","126380","100%"
"1975","US Atlantic Coast","North Atlantic","MUSSEL, SEA","886800","886800","276334","100%"
"1976","US Atlantic Coast","North Atlantic","MUSSEL, SEA","1610500","1610500","480716","100%"
"1999","US Atlantic Coast","North Atlantic","MUSSEL, SEA","1911660","11202327.6","728901","100%"
"1978","US Atlantic Coast","North Atlantic","MUSSEL, SEA","2929900","2929900","750637","100%"
"1980","US Atlantic Coast","North Atlantic","MUSSEL, SEA","2838600","2838600","813328","100%"
"1979","US Atlantic Coast","North Atlantic","MUSSEL, SEA","3252300","3252300","866472","100%"
"1977","US Atlantic Coast","North Atlantic","MUSSEL, SEA","2541000","2541000","894865","100%"
"2000","US Atlantic Coast","North Atlantic","MUSSEL, SEA","2837690","16628863.4","1037224","100%"
"1998","US Atlantic Coast","North Atlantic","MUSSEL, SEA","2795577","16382081.22","1061345","100%"
"1981","US Atlantic Coast","North Atlantic","MUSSEL, SEA","3830000","3830000","1322174","100%"
"1997","US Atlantic Coast","North Atlantic","MUSSEL, SEA","4348175","25480305.5","1652314","100%"
"1982","US Atlantic Coast","North Atlantic","MUSSEL, SEA","4039900","4039900","1850097","100%"
"1994","US Atlantic Coast","North Atlantic","MUSSEL, SEA","5369166","31463312.76","1874830","100%"
"1983","US Atlantic Coast","North Atlantic","MUSSEL, SEA","5185500","5185500","1918140","100%"
"1996","US Atlantic Coast","North Atlantic","MUSSEL, SEA","5612177","32887357.22","2099075",">95%"
"2011","US Atlantic Coast","North Atlantic","MUSSEL, SEA","4007598.83","16900239.66","2178186.77","100%"
"2007","US Atlantic Coast","North Atlantic","MUSSEL, SEA","2954718.38","17314649.14","2241062.69","100%"
"2010","US Atlantic Coast","North Atlantic","MUSSEL, SEA","2640173.32","15471414.67","2261802.86","<=75%"
"2008","US Atlantic Coast","North Atlantic","MUSSEL, SEA","3225983.51","18904260.97","2378717.88","100%"
"1995","US Atlantic Coast","North Atlantic","MUSSEL, SEA","6543663","38345865.18","2392415","100%"
"2009","US Atlantic Coast","North Atlantic","MUSSEL, SEA","2813866.51","16489257.73","2404426.99",">75-85%"
"1984","US Atlantic Coast","North Atlantic","MUSSEL, SEA","6446220","6446220","2440799","100%"
"2012","US Atlantic Coast","North Atlantic","MUSSEL, SEA","2908122.36","17041595.16","2452280.23","100%"
"1991","US Atlantic Coast","North Atlantic","MUSSEL, SEA","7768903","7768903","2590380","100%"
"1993","US Atlantic Coast","North Atlantic","MUSSEL, SEA","6594710","6594710","2617164","100%"
"2001","US Atlantic Coast","North Atlantic","MUSSEL, SEA","2748626","16106948.36","2649881",">95%"
"2006","US Atlantic Coast","North Atlantic","MUSSEL, SEA","3435487.71","20131957.35","2715736.68","<=75%"
"1990","US Atlantic Coast","North Atlantic","MUSSEL, SEA","8432940","8432940","2792326","100%"
"2005","US Atlantic Coast","North Atlantic","MUSSEL, SEA","10126095.99","59338922.48","2832282","100%"
"1992","US Atlantic Coast","North Atlantic","MUSSEL, SEA","9013856","9013856","3015466","100%"
"1989","US Atlantic Coast","North Atlantic","MUSSEL, SEA","9398300","9398300","3282784","100%"
"2013","US Atlantic Coast","North Atlantic","MUSSEL, SEA","3332711.51","19529688.05","3310585.79",">95%"
"2019","US Atlantic Coast","North Atlantic","MUSSEL, SEA","2113774.97","12386719.69","3590969.62","100%"
"2014","US Atlantic Coast","North Atlantic","MUSSEL, SEA","4120576.58","24146578.95","3601023.09","100%"
"1987","US Atlantic Coast","North Atlantic","MUSSEL, SEA","8538400","8538400","3622733","100%"
"1985","US Atlantic Coast","North Atlantic","MUSSEL, SEA","8140400","8140400","3633814","100%"
"1988","US Atlantic Coast","North Atlantic","MUSSEL, SEA","10529120","10529120","3723708","100%"
"2018","US Atlantic Coast","North Atlantic","MUSSEL, SEA","2642934.97","15487597.85","3731400.09","100%"
"1986","US Atlantic Coast","North Atlantic","MUSSEL, SEA","8591900","8591900","3923558","100%"
"2016","US Atlantic Coast","North Atlantic","MUSSEL, SEA","3668842.93","21499418.28","4175965.5","100%"
"2017","US Atlantic Coast","North Atlantic","MUSSEL, SEA","3020194.1","17698335","4383059.2",">95%"
"2015","US Atlantic Coast","North Atlantic","MUSSEL, SEA","4838298.78","28352436.08","4384843.25","100%"
"2004","US Atlantic Coast","North Atlantic","MUSSEL, SEA","*","*","*","0%"
"2003","US Atlantic Coast","North Atlantic","MUSSEL, SEA","*","*","*","0%"
"2002","US Atlantic Coast","North Atlantic","MUSSEL, SEA","*","*","*","0%"
"1961","US Atlantic Coast","North Atlantic","MUSSEL, SEA","614900","614900","*","100%"
"1960","US Atlantic Coast","North Atlantic","MUSSEL, SEA","493800","493800","*","100%"
"1959","US Atlantic Coast","North Atlantic","MUSSEL, SEA","483600","483600","*","100%"
"1958","US Atlantic Coast","North Atlantic","MUSSEL, SEA","415900","415900","*","100%"
"1957","US Atlantic Coast","North Atlantic","MUSSEL, SEA","470600","470600","*","100%"
"1956","US Atlantic Coast","North Atlantic","MUSSEL, SEA","457500","457500","*","100%"
"1955","US Atlantic Coast","North Atlantic","MUSSEL, SEA","508000","508000","*","100%"
"1954","US Atlantic Coast","North Atlantic","MUSSEL, SEA","218600","218600","*","100%"
"1953","US Atlantic Coast","North Atlantic","MUSSEL, SEA","200300","200300","*","100%"
"1952","US Atlantic Coast","North Atlantic","MUSSEL, SEA","355500","355500","*","100%"
"1951","US Atlantic Coast","North Atlantic","MUSSEL, SEA","684200","684200","*","100%"
"1950","US Atlantic Coast","North Atlantic","MUSSEL, SEA","692400","692400","*","100%"
"2001","US Atlantic Coast","North Atlantic","MUMMICHOG","52","52","10","100%"
"2012","US Atlantic Coast","North Atlantic","MUMMICHOG","4.09","4.09","58.0944","<=75%"
"2013","US Atlantic Coast","North Atlantic","MUMMICHOG","8.77","8.77","116.416","<=75%"
"2018","US Atlantic Coast","North Atlantic","MUMMICHOG","36","36","223.92","100%"
"2019","US Atlantic Coast","North Atlantic","MUMMICHOG","48","48","280.32","100%"
"2016","US Atlantic Coast","North Atlantic","MUMMICHOG","173","173","1189.4","100%"
"2002","US Atlantic Coast","North Atlantic","MUMMICHOG","4322","4322","12244","100%"
"2007","US Atlantic Coast","North Atlantic","MUMMICHOG","2686.98","2686.98","12348.6313",">95%"
"2004","US Atlantic Coast","North Atlantic","MUMMICHOG","4489","4489","12785","100%"
"2003","US Atlantic Coast","North Atlantic","MUMMICHOG","4590","4590","13221","100%"
"2005","US Atlantic Coast","North Atlantic","MUMMICHOG","3255","3255","14974",">95%"
"2006","US Atlantic Coast","North Atlantic","MUMMICHOG","9038","9038","41572",">95%"
"2017","US Atlantic Coast","North Atlantic","MUMMICHOG","*","*","*","0%"
"2015","US Atlantic Coast","North Atlantic","MUMMICHOG","*","*","*","0%"
"2014","US Atlantic Coast","North Atlantic","MUMMICHOG","*","*","*","0%"
"2011","US Atlantic Coast","North Atlantic","MUMMICHOG","11.4","11.4","*","100%"
"2010","US Atlantic Coast","North Atlantic","MUMMICHOG","9.83","9.83","*","100%"
"2009","US Atlantic Coast","North Atlantic","MUMMICHOG","*","*","*","0%"
"2008","US Atlantic Coast","North Atlantic","MUMMICHOG","2118.59","2118.59","*","100%"
"2001","US Atlantic Coast","North Atlantic","MULLETS","1","1","1","100%"
"2008","US Atlantic Coast","North Atlantic","MULLETS","10","10","9","100%"
"2015","US Atlantic Coast","North Atlantic","MULLETS","25","25","37.5","100%"
"2010","US Atlantic Coast","North Atlantic","MULLETS","240","240","60","100%"
"2016","US Atlantic Coast","North Atlantic","MULLETS","67","67","133","100%"
"2018","US Atlantic Coast","North Atlantic","MULLETS","704","704","393.6","100%"
"2017","US Atlantic Coast","North Atlantic","MULLETS","246","246","445.5","100%"
"2019","US Atlantic Coast","North Atlantic","MULLETS","713","713","501.21","100%"
"2011","US Atlantic Coast","North Atlantic","MULLETS","720","720","666","100%"
"2012","US Atlantic Coast","North Atlantic","MULLETS","*","*","*","0%"
"2002","US Atlantic Coast","North Atlantic","MULLETS","*","*","*","0%"
"2000","US Atlantic Coast","North Atlantic","MULLETS","*","*","*","0%"
"1999","US Atlantic Coast","North Atlantic","MULLETS","*","*","*","0%"
"1995","US Atlantic Coast","North Atlantic","MULLETS","*","*","*","0%"
"1994","US Atlantic Coast","North Atlantic","MULLETS","*","*","*","0%"
"2016","US Atlantic Coast","North Atlantic","MULLET, STRIPED","3","3","12","100%"
"2013","US Atlantic Coast","North Atlantic","MULLET, STRIPED","16","16","19","100%"
"2014","US Atlantic Coast","North Atlantic","MULLET, STRIPED","30","30","25.15","100%"
"1970","US Atlantic Coast","North Atlantic","MULLET, STRIPED","300","300","48","100%"
"1972","US Atlantic Coast","North Atlantic","MULLET, STRIPED","200","200","60","100%"
"1964","US Atlantic Coast","North Atlantic","MULLET, STRIPED","800","800","76","100%"
"1988","US Atlantic Coast","North Atlantic","MULLET, STRIPED","100","100","197","100%"
"1968","US Atlantic Coast","North Atlantic","MULLET, STRIPED","1600","1600","215","100%"
"1979","US Atlantic Coast","North Atlantic","MULLET, STRIPED","3000","3000","750","100%"
"2012","US Atlantic Coast","North Atlantic","MULLET, STRIPED","1650","1650","753","100%"
"1983","US Atlantic Coast","North Atlantic","MULLET, STRIPED","2200","2200","1101","100%"
"1969","US Atlantic Coast","North Atlantic","MULLET, STRIPED","11500","11500","1666","100%"
"1960","US Atlantic Coast","North Atlantic","MULLET, STRIPED","9500","9500","*","100%"
"1958","US Atlantic Coast","North Atlantic","MULLET, STRIPED","3800","3800","*","100%"
"1951","US Atlantic Coast","North Atlantic","MULLET, STRIPED","1600","1600","*","100%"
"2018","US Atlantic Coast","North Atlantic","MOLLUSKS","*","*","*","0%"
"2012","US Atlantic Coast","North Atlantic","MOLLUSKS","*","*","*","0%"
"2011","US Atlantic Coast","North Atlantic","MOLLUSKS","*","*","*","0%"
"2010","US Atlantic Coast","North Atlantic","MOLLUSKS","*","*","*","0%"
"2008","US Atlantic Coast","North Atlantic","MOLLUSKS","*","*","*","0%"
"2007","US Atlantic Coast","North Atlantic","MOLLUSKS","*","*","*","0%"
"1996","US Atlantic Coast","North Atlantic","MOLLUSKS","*","*","*","0%"
"2009","US Atlantic Coast","North Atlantic","MINNOWS","*","*","*","0%"
"1957","US Atlantic Coast","North Atlantic","MINNOWS","94600","94600","*","100%"
"1956","US Atlantic Coast","North Atlantic","MINNOWS","33600","33600","*","100%"
"1955","US Atlantic Coast","North Atlantic","MINNOWS","48200","48200","*","100%"
"1954","US Atlantic Coast","North Atlantic","MINNOWS","49100","49100","*","100%"
"1953","US Atlantic Coast","North Atlantic","MINNOWS","175100","175100","*","100%"
"1952","US Atlantic Coast","North Atlantic","MINNOWS","116900","116900","*","100%"
